"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created"
"Thaynes Canyon","814	","Utah","SNOTEL","Summit","9230","40.6235","-111.53322","160201020101	",,"1-26-2024, 11:42 AM EST"
"Thistle Flat","1226	","Utah","SNOTEL","Sanpete","8787","39.23803","-111.51998","160300040501	",,"1-26-2024, 11:42 AM EST"
"Three Creeks Meadow","815	","Oregon","SNOTEL","Deschutes","5690","44.14425","-121.64095","170703010601	",,"1-26-2024, 11:42 AM EST"
"Thumb Divide","816	","Wyoming","SNOTEL","Teton","7980","44.36917","-110.57717","100700010409	",,"1-26-2024, 11:42 AM EST"
"Thunder Basin","817	","Washington","SNOTEL","Skagit","4320","48.52753","-120.9895","171100050702	",,"1-26-2024, 11:42 AM EST"
"Tie Creek","818	","Wyoming","SNOTEL","Sheridan","6870","44.81243","-107.41017","100901010205	",,"1-26-2024, 11:42 AM EST"
"Timber Creek","819	","Wyoming","SNOTEL","Park","7950","44.0274","-109.17879","100800090210	",,"1-26-2024, 11:42 AM EST"
"Timberline","1097	","Utah","SNOTEL","Carbon","8736","39.67712","-110.43395","140600070903	",,"1-26-2024, 11:42 AM EST"
"Timpanogos Divide","820	","Utah","SNOTEL","Utah","8140","40.42817","-111.61633","160202010802	",,"1-26-2024, 11:42 AM EST"
"Tinkham Creek","899	","Washington","SNOTEL","King","2990","47.33198","-121.46975","171100120101	",,"1-26-2024, 11:42 AM EST"
"Tipton","821	","Oregon","SNOTEL","Baker","5150","44.65567","-118.42617","170502020101	",,"1-26-2024, 11:42 AM EST"
"Tizer Basin","893	","Montana","SNOTEL","Jefferson","6880","46.34937","-111.85308","100301010701	",,"1-26-2024, 11:42 AM EST"
"Toe Jam","1136	","Nevada","SNOTEL","Elko","7690","41.3187","-116.3408","160401060202	",,"1-26-2024, 11:42 AM EST"
"Togwotee Pass","822	","Wyoming","SNOTEL","Teton","9580","43.74902","-110.0578","100800010201	",,"1-26-2024, 11:42 AM EST"
"Tok","2080	","Alaska","SNOTEL","Southeast Fairbanks","1630","63.3532","-142.98164","190803020903	",,"1-26-2024, 11:42 AM EST"
"Toketee Airstrip","1044	","Oregon","SNOTEL","Douglas","3240","43.22718","-122.42537","171003010404	",,"1-26-2024, 11:42 AM EST"
"Tokositna Valley","1089	","Alaska","SNOTEL","Matanuska-Susitna","850","62.63","-150.77617","190205020903	",,"1-26-2024, 11:42 AM EST"
"Tolby","934	","New Mexico","SNOTEL","Colfax","10220","36.47498","-105.19534","110800020107	",,"1-26-2024, 11:42 AM EST"
"Tony Grove Lake","823	","Utah","SNOTEL","Cache","8474","41.89833","-111.62957","160102030304	",,"1-26-2024, 11:42 AM EST"
"Tony Grove RS","1113	","Utah","SNOTEL","Cache","6332","41.88573","-111.56918","160102030304	",,"1-26-2024, 11:42 AM EST"
"Touchet","824	","Washington","SNOTEL","Columbia","5530","46.11868","-117.8505","170701020303	",,"1-26-2024, 11:42 AM EST"
"Tower","825	","Colorado","SNOTEL","Routt","10620","40.5374","-106.67655","140500010407	",,"1-26-2024, 11:42 AM EST"
"Townsend Creek","826	","Wyoming","SNOTEL","Fremont","8700","42.69525","-108.89572","100800030203	",,"1-26-2024, 11:42 AM EST"
"Trapper Lake","827	","Colorado","SNOTEL","Garfield","9759","39.99881","-107.23618","140500050101	",,"1-26-2024, 11:42 AM EST"
"Tres Ritos","1083	","New Mexico","SNOTEL","Taos","8755","36.1279","-105.52706","130201010903	",,"1-26-2024, 11:42 AM EST"
"Trial Lake","828	","Utah","SNOTEL","Summit","9992","40.678","-110.94873","160202030102	",,"1-26-2024, 11:42 AM EST"
"Trinchera","829	","Colorado","SNOTEL","Costilla","10922","37.35296","-105.23259","130100020601	",,"1-26-2024, 11:42 AM EST"
"Trinity","1171	","Washington","SNOTEL","Chelan","2930","48.0747","-120.8493","170200110302	",,"1-26-2024, 11:42 AM EST"
"Trinity Mtn.","830	","Idaho","SNOTEL","Elmore","7770","43.62903","-115.43818","170501110703	",,"1-26-2024, 11:42 AM EST"
"Triple Peak","831	","Wyoming","SNOTEL","Sublette","8500","42.76393","-110.5914","140401010503	",,"1-26-2024, 11:42 AM EST"
"Trough","832	","Washington","SNOTEL","Kittitas","5480","47.23328","-120.29412","170200100402	",,"1-26-2024, 11:42 AM EST"
"Trout Creek","833	","Utah","SNOTEL","Uintah","9518","40.739","-109.6728","140600100802	",,"1-26-2024, 11:42 AM EST"
"Trout Creek West","2F01AP	","British Columbia","Cooperator Snow Sensors","	","4659","49.74017","-120.1891","170200060904	",,"1-26-2024, 11:42 AM EST"
"Truckee #2","834	","California","SNOTEL","Placer","6509","39.30087","-120.18407","160501020204	",,"1-26-2024, 11:42 AM EST"
"Tsai Creek","4B17P	","British Columbia","Cooperator Snow Sensors","	","4491","54.63333","-127.66667","	",,"1-26-2024, 11:42 AM EST"
"Turnagain Pass","954	","Alaska","SNOTEL","Kenai Peninsula","1880","60.78043","-149.18325","190203020406	",,"1-26-2024, 11:42 AM EST"
"Twelvemile Creek","835	","Montana","SNOTEL","Ravalli","5600","46.14287","-114.44755","170102050601	",,"1-26-2024, 11:42 AM EST"
"Twin Lakes","836	","Montana","SNOTEL","Ravalli","6400","46.1438","-114.5056","170102050601	",,"1-26-2024, 11:42 AM EST"
"Two Ocean Plateau","837	","Wyoming","SNOTEL","Teton","9240","44.15178","-110.22122","170401010201	",,"1-26-2024, 11:42 AM EST"
"University Camp","838	","Colorado","SNOTEL","Boulder","10360","40.03307","-105.57562","101900050401	",,"1-26-2024, 11:42 AM EST"
"Upper Chena","952	","Alaska","SNOTEL","Fairbanks North Star","2850","65.1","-144.93317","190803060102	",,"1-26-2024, 11:42 AM EST"
"Upper Joes Valley","1227	","Utah","SNOTEL","Emery","8596","39.4155","-111.2491","140600090201	",,"1-26-2024, 11:42 AM EST"
"Upper Nome Creek","1090	","Alaska","SNOTEL","Yukon-Koyukuk","2520","65.3671","-146.592","190804020304	",,"1-26-2024, 11:42 AM EST"
"Upper Rio Grande","839	","Colorado","SNOTEL","Hinsdale","9379","37.72172","-107.25971","130100010106	",,"1-26-2024, 11:42 AM EST"
"Upper San Juan","840	","Colorado","SNOTEL","Mineral","10140","37.48563","-106.83528","140801010203	",,"1-26-2024, 11:42 AM EST"
"Upper Taylor","1141	","Colorado","SNOTEL","Gunnison","10717","38.99071","-106.74504","140200010101	",,"1-26-2024, 11:42 AM EST"
"Upper Tsaina River","1055	","Alaska","SNOTEL","Valdez-Cordova","1750","61.19112","-145.64807","190201040203	",,"1-26-2024, 11:42 AM EST"
"Upper Wheeler","841	","Washington","SNOTEL","Chelan","4330","47.28734","-120.37015","170200100310	",,"1-26-2024, 11:42 AM EST"
"Usu Doc Daniel","1098	","Utah","SNOTEL","Rich","8270","41.86425","-111.50603","160102010103	",,"1-26-2024, 11:42 AM EST"
"Ute Creek","1005	","Colorado","SNOTEL","Costilla","10734","37.6148","-105.37322","130100020604	",,"1-26-2024, 11:42 AM EST"
"Vacarro Springs","1137	","Nevada","SNOTEL","Eureka","7890","39.4495","-115.9834","160600051503	",,"1-26-2024, 11:42 AM EST"
"Vacas Locas","1017	","New Mexico","SNOTEL","Rio Arriba","9364","36.02653","-106.81361","130202020102	",,"1-26-2024, 11:42 AM EST"
"Vail Mountain","842	","Colorado","SNOTEL","Eagle","10310","39.61765","-106.38019","140100030102	",,"1-26-2024, 11:42 AM EST"
"Vallecito","843	","Colorado","SNOTEL","La Plata","10782","37.48524","-107.50748","140801011105	",,"1-26-2024, 11:42 AM EST"
"Van Wyck","979	","Idaho","SNOTEL","Washington","4920","44.37665","-116.3366","170501240902	",,"1-26-2024, 11:42 AM EST"
"Vernon Creek","844	","Utah","SNOTEL","Tooele","7401","39.93667","-112.41478","160203040102	",,"1-26-2024, 11:42 AM EST"
"Vienna Mine","845	","Idaho","SNOTEL","Blaine","8960","43.79942","-114.85273","170602010201	",,"1-26-2024, 11:42 AM EST"
"Virginia Lakes Ridge","846	","California","SNOTEL","Mono","9400","38.07298","-119.23433","160503010103	",,"1-26-2024, 11:42 AM EST"
"Wager Gulch","1188	","Colorado","SNOTEL","Hinsdale","11132","37.88248","-107.36428","140200020602	",,"1-26-2024, 11:42 AM EST"
"Waldron","847	","Montana","SNOTEL","Teton","5600","47.91998","-112.79087","100302050102	",,"1-26-2024, 11:42 AM EST"
"Ward Creek #3","848	","California","SNOTEL","Placer","6745","39.13545","-120.21865","160501010403	",,"1-26-2024, 11:42 AM EST"
"Ward Mountain","849	","Nevada","SNOTEL","White Pine","9163","39.13242","-114.95575","150100110105	",,"1-26-2024, 11:42 AM EST"
"Warm Springs","850	","Montana","SNOTEL","Granite","7800","46.27368","-113.164","170102010302	",,"1-26-2024, 11:42 AM EST"
"Waterhole","974	","Washington","SNOTEL","Clallam","5010","47.94485","-123.42594","171100200506	",,"1-26-2024, 11:42 AM EST"
"Webber Springs","852	","Wyoming","SNOTEL","Carbon","9260","41.1591","-106.92809","101800020406	",,"1-26-2024, 11:42 AM EST"
"Webster Flat","853	","Utah","SNOTEL","Iron","9203","37.575","-112.90155","150100080101	",,"1-26-2024, 11:42 AM EST"
"Wells Creek","909	","Washington","SNOTEL","Whatcom","4030","48.8661","-121.78976","171100040103	",,"1-26-2024, 11:42 AM EST"
"Weminuche Creek","1160	","Colorado","SNOTEL","Hinsdale","10749","37.51968","-107.32139","140801020203	",,"1-26-2024, 11:42 AM EST"
"Wesner Springs","854	","New Mexico","SNOTEL","San Miguel","11151","35.77584","-105.54337","130600010802	",,"1-26-2024, 11:42 AM EST"
"West Branch","855	","Idaho","SNOTEL","Adams","5560","45.0722","-116.45413","170501240201	",,"1-26-2024, 11:42 AM EST"
"West Yellowstone","924	","Montana","SNOTEL","Gallatin","6700","44.65866","-111.09199","100200070205	",,"1-26-2024, 11:42 AM EST"
"Wheeler Peak","1147	","Nevada","SNOTEL","White Pine","10060","39.00995","-114.31021","160203010801	",,"1-26-2024, 11:42 AM EST"
"Whiskey Ck","857	","Colorado","SNOTEL","Las Animas","10290","37.21423","-105.12262","110200100102	",,"1-26-2024, 11:42 AM EST"
"Whiskey Creek","858	","Montana","SNOTEL","Gallatin","6800","44.61088","-111.14998","100200070203	",,"1-26-2024, 11:42 AM EST"
"Whiskey Park","859	","Wyoming","SNOTEL","Carbon","9020","41.00368","-106.90795","140500030102	",,"1-26-2024, 11:42 AM EST"
"White Elephant","860	","Idaho","SNOTEL","Fremont","7710","44.53267","-111.41085","170402020305	",,"1-26-2024, 11:42 AM EST"
"White Horse Lake","861	","Arizona","SNOTEL","Coconino","7203","35.14189","-112.14966","150602020204	",,"1-26-2024, 11:42 AM EST"
"White Mill","862	","Montana","SNOTEL","Park","8700","45.04575","-109.90987","100700060202	",,"1-26-2024, 11:42 AM EST"
"White Pass E.S.","863	","Washington","SNOTEL","Yakima","4440","46.64142","-121.38153","170300020301	",,"1-26-2024, 11:42 AM EST"
"White River #1","864	","Utah","SNOTEL","Wasatch","8641","39.9645","-110.98845","140600070102	",,"1-26-2024, 11:42 AM EST"
"Whiterocks Mountain","2F09P	","British Columbia","Cooperator Snow Sensors","	","5906","50.01669","-119.7461","170200060402	",,"1-26-2024, 11:42 AM EST"
"Widtsoe #3","865	","Utah","SNOTEL","Garfield","9640","37.83633","-111.88163","160300020403	",,"1-26-2024, 11:42 AM EST"
"Wilbur Bench","543	","Utah","SNOTEL","Duchesne","9171","39.89166","-110.74604","140600040701	",,"1-26-2024, 11:42 AM EST"
"Wild Basin","1042	","Colorado","SNOTEL","Boulder","9439","40.201","-105.6025","101900050202	",,"1-26-2024, 11:42 AM EST"
"Wildcat","866	","Arizona","SNOTEL","Apache","7868","33.74347","-109.48078","150601010109	",,"1-26-2024, 11:42 AM EST"
"Wildhorse Divide","867	","Idaho","SNOTEL","Bannock","6490","42.75743","-112.47783","170402080504	",,"1-26-2024, 11:42 AM EST"
"Willow Creek","868	","Wyoming","SNOTEL","Lincoln","8080","42.81513","-110.83515","170401050204	",,"1-26-2024, 11:42 AM EST"
"Willow Creek Pass","869	","Colorado","SNOTEL","Grand","9523","40.34734","-106.0952","140100010102	",,"1-26-2024, 11:42 AM EST"
"Willow Flat CA","1317	","California","SNOTEL","Mono","8215","38.27203","-119.45124","160503020103	",,"1-26-2024, 11:42 AM EST"
"Willow Park","870	","Colorado","SNOTEL","Larimer","10732","40.43397","-105.73588","101900060204	",,"1-26-2024, 11:42 AM EST"
"Wilson Creek","871	","Idaho","SNOTEL","Twin Falls","7120","42.01257","-115.00278","170402130202	",,"1-26-2024, 11:42 AM EST"
"Windy Peak","872	","Wyoming","SNOTEL","Albany","7915","42.27991","-105.57782","101800080802	",,"1-26-2024, 11:42 AM EST"
"Wolf Creek","873	","Oregon","SNOTEL","Union","5630","45.06703","-118.15192","170502030601	",,"1-26-2024, 11:42 AM EST"
"Wolf Creek Peak","1164	","Utah","SNOTEL","Wasatch","9796","40.47733","-111.04469","160202030104	",,"1-26-2024, 11:42 AM EST"
"Wolf Creek Summit","874	","Colorado","SNOTEL","Mineral","10957","37.47903","-106.80234","140801010203	",,"1-26-2024, 11:42 AM EST"
"Wolf River Upper","3B17P	","British Columbia","Cooperator Snow Sensors","	","4665","49.7","-125.66667","	",,"1-26-2024, 11:42 AM EST"
"Wolverine","875	","Wyoming","SNOTEL","Park","7650","44.80417","-109.657","100700060104	",,"1-26-2024, 11:42 AM EST"
"Wood Creek","876	","Montana","SNOTEL","Lewis And Clark","5960","47.44847","-112.81428","100301040202	",,"1-26-2024, 11:42 AM EST"
"Workman Creek","877	","Arizona","SNOTEL","Gila","7032","33.81259","-110.91852","150601030802	",,"1-26-2024, 11:42 AM EST"
"Wrigley Creek","1228	","Utah","SNOTEL","Sanpete","9327","39.13233","-111.35685","140600090303	",,"1-26-2024, 11:42 AM EST"
"Yankee Reservoir","1197	","Utah","SNOTEL","Iron","8692","37.74797","-112.77495","160300060202	",,"1-26-2024, 11:42 AM EST"
"Yanks Peak East","1C41P	","British Columbia","Cooperator Snow Sensors","	","5522","52.81667","-121.35","	",,"1-26-2024, 11:42 AM EST"
"Yellowhead Lake","1A01P	","British Columbia","Cooperator Snow Sensors","	","6060","52.9","-118.53333","	",,"1-26-2024, 11:42 AM EST"
"Younts Peak","878	","Wyoming","SNOTEL","Park","8350","43.93225","-109.81775","100800130103	",,"1-26-2024, 11:42 AM EST"
"Zirkel","1033	","Colorado","SNOTEL","Jackson","9338","40.79492","-106.59544","101800010202	",,"1-26-2024, 11:42 AM EST"
